ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTE3Ny8xMDc3NzI3eDg1MDEzMDAzMDM                                                      10.1177/1077727x8501300303                                         8    0     0.009790654
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMzM5MC9lbjEzMDMwNTY2                                                                 10.3390/en13030566                                                 1    2     0.007395388
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA5My9pbnRpbW0vZHhsMDA5                                                             10.1093/intimm/dxl009                                              39   4     0.045738661
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9qLmlqaWQuMjAxNy4wMS4wMTY                                                      10.1016/j.ijid.2017.01.016                                         6    5     0.022451915
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTUyMy9qbmV1cm9zY2kuMjAtMDktMDMyOTUuMjAwMA                                           10.1523/jneurosci.20-09-03295.2000                                 0    90    0.126742969
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTEwOC9zMTU3NC0wNzY1KDIwMTEpMDAwMDAxNTAwNQ                                           10.1108/s1574-0765(2011)0000015005                                 17   2     0.033219455
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTU5MC9zMDEwMC01NTAyMjAwODAwMDQwMDAwMg                                               10.1590/s0100-55022008000400002                                    2    0     0.008310886
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAzOC8xOTUzNzBhMA                                                                   10.1038/195370a0                                                   3    1     0.005822207
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9qLm9waHRoYS4yMDA1LjEwLjAzNA                                                   10.1016/j.ophtha.2005.10.034                                       11   74    0.127446098
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTExMS8xMzY1LTI0MzUuMTMxNTE                                                          10.1111/1365-2435.13151                                            41   10    0.067421653
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9zMDAyNy01MTA3KDk3KTAwMjk0LTc                                                  10.1016/s0027-5107(97)00294-7                                      13   7     0.026123483
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTE3Ny8xNTQ1MTA5NzAyMDAxMDAyMDM                                                      10.1177/154510970200100203                                         0    2     0.00309317
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTQyOTMvczIxOTktMTAwNi4xLnNvci1saWZlLmFhYzBlNi52Mg                                   10.14293/s2199-1006.1.sor-life.aac0e6.v2                           44   0     0.03323145
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTU5MC9zMTQxNS01MjczMjAxMzAwMDYwMDAxMQ                                               10.1590/s1415-52732013000600011                                    13   1     0.010942588
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9jaGluLjIwMDQyNDA0Ng                                                           10.1002/chin.200424046                                             0    0     0.001188526
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNDA2NC9hcC00My0zLTMxNy0zMjE                                                          10.4064/ap-43-3-317-321                                            0    0     0.001129735
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNDEwMy9qZm1wYy5qZm1wY185MzBfMTk                                                      10.4103/jfmpc.jfmpc_930_19                                         8    0     0.012387839
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wMzc4LTExMTkoODcpOTAzNTQtNA                                                   10.1016/0378-1119(87)90354-4                                       21   33    0.066229429
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4MC8xMDQyNjUwNy4yMDE4LjE1Mzk4NTA                                                  10.1080/10426507.2018.1539850                                      0    1     0.003606025
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wMTY4LTkwMDIoOTMpOTAzMzgtaQ                                                   10.1016/0168-9002(93)90338-i                                       3    43    0.063105203
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTE3Ny8wMTY1NTUxNTE5ODYzMzQ2                                                         10.1177/0165551519863346                                           11   1     0.015566125
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wMDMyLTA2MzMoNjIpOTAwMTAtNw                                                   10.1016/0032-0633(62)90010-7                                       1    2     0.006060925
0-1747894346                                                                                                           10.1128/aac.02106-20                                               54   1     0.071382126
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wMDA5LTI2MTQoNzIpODAxNDktMA                                                   10.1016/0009-2614(72)80149-0                                       21   29    0.078880619
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTE0OC9yYWRpb2wuMTIxMTI0Nzk                                                          10.1148/radiol.12112479                                            0    79    0.113738983
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMzM5MC9udTExMDgxODI0                                                                 10.3390/nu11081824                                                 97   20    0.134025938
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8xMDU0LTEzOXgoOTIpOTAwMzQtOQ                                                   10.1016/1054-139x(92)90034-9                                       1    24    0.058636807
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAyMS9qZjQwNTcxMmI                                                                  10.1021/jf405712b                                                  0    11    0.026937647
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wMTY3LTI3ODkoODIpOTAwNTctNA                                                   10.1016/0167-2789(82)90057-4                                       10   86    0.13916327
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4MC8xMDYwMTMyOTIwODA1MjE4Nw                                                       10.1080/10601329208052187                                          4    0     0.009861659
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTM3MS9qb3VybmFsLnBvbmUuMDIzODIyMQ                                                   10.1371/journal.pone.0238221                                       50   0     0.053311526
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4OC8wMzA1LTQ0NzAvMzkvMzMvMDIw                                                     10.1088/0305-4470/39/33/020                                        35   32    0.070468212
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTExMS8xNDY5LTA2OTEuMTIxMTk                                                          10.1111/1469-0691.12119                                            18   12    0.036103675
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTE3Ni9hanAuMTE3LjQuMzY0                                                             10.1176/ajp.117.4.364                                              0    3     0.009536756
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9jaGluLjE5OTExMDAxMA                                                           10.1002/chin.199110010                                             0    0     0.001292955
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9xdWEuMjI0MDA                                                                  10.1002/qua.22400                                                  23   4     0.027837223
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAyMS9pZTUwMzY2YTAxNw                                                               10.1021/ie50366a017                                                0    6     0.016050736
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wNTg0LTg1MzkoOTIpODAwNjEteg                                                   10.1016/0584-8539(92)80061-z                                       44   3     0.035409146
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAyMS9vbDA0OTE4ODg                                                                  10.1021/ol0491888                                                  0    31    0.032194349
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA5Ny95Y28uMGIwMTNlMzI4MzE2YzJhYg                                                   10.1097/yco.0b013e328316c2ab                                       15   8     0.023086076
ai-85-MTAuMTAxNi9qLmpvY2EuMjAyMC4wMi40OTc                                                                              10.1016/j.joca.2020.02.497                                         0    0     0.001630596
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMzM5MC9pamdpODAyMDA2Nw                                                               10.3390/ijgi8020067                                                16   10    0.024337331
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNDAwMC9jeWJlcmdlby4yNTQ4OA                                                           10.4000/cybergeo.25488                                             2    1     0.005342994
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9qLmVqdnMuMjAwOS4wNy4wMTU                                                      10.1016/j.ejvs.2009.07.015                                         10   23    0.045746883
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9qLmFxcmVwLjIwMjAuMTAwNTE0                                                     10.1016/j.aqrep.2020.100514                                        7    2     0.013555477
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4OC8xNzU1LTEzMTUvNzE5LzIvMDIyMDUy                                                 10.1088/1755-1315/719/2/022052                                     2    0     0.004469595
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTM2NC9hby45LjAwMjE5Mw                                                               10.1364/ao.9.002193                                                4    0     0.007023171
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wNzMyLTg4OTMoODcpOTAwMDgtMw                                                   10.1016/0732-8893(87)90008-3                                       12   4     0.015609393
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAyMS9hY3Mub3JnbGV0dC43YjAxNjIw                                                     10.1021/acs.orglett.7b01620                                        0    5     0.007570922
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMjQ5Mi9pbmZsYW1tcmVnZW4uMzAuNDQ1                                                     10.2492/inflammregen.30.445                                        0    1     0.002878335
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAyMS9vbTcwMTIyMmU                                                                  10.1021/om701222e                                                  41   23    0.067064544
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9qLndzaWYuMjAxMC4wMy4wMDE                                                      10.1016/j.wsif.2010.03.001                                         10   3     0.019046089
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTY4MC9zdGJ1LjIwMTAuMTYzLjIuMTEx                                                     10.1680/stbu.2010.163.2.111                                        11   12    0.032194971
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwNy85NzgtMy01NDAtNzczNjgtOV8zMQ                                                   10.1007/978-3-540-77368-9_31                                       0    0     0.002251149
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9ocm0uMjA0MzQ                                                                  10.1002/hrm.20434                                                  83   114   0.194360162
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMjI1OTQvZGF1LjE2LTc2My4yNC4wMw                                                       10.22594/dau.16-763.24.03                                          0    1     0.002182218
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTU5MC9zMDAwNC0yODJ4MTk2NzAwMDQwMDAwNQ                                               10.1590/s0004-282x1967000400005                                    4    2     0.007731132
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNTQ1NS9haW0uMjAxMi4yMC4xOC0yMA                                                       10.5455/aim.2012.20.18-20                                          0    1     0.002201249
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTEwOS9qbHQuMjAxNS4yMzk2MDM5                                                         10.1109/jlt.2015.2396039                                           12   10    0.025505891
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNDE1My9jam0tMTk1Mi0wMTAtOA                                                           10.4153/cjm-1952-010-8                                             2    2     0.007083465
ai-85-MTAuMTAxNi9qLnVyb2xvZ3kuMjAxMS4xMC4wMTY                                                                          10.1016/j.urology.2011.10.016                                      16   28    0.04033827
finc-30-23958                                                                                                          10.1080/00036840600794322                                          5    4     0.008858905
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wMDI4LTM5MzIoNzcpOTAwMTgtNQ                                                   10.1016/0028-3932(77)90018-5                                       4    35    0.041204099
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwNy9zMTA2MzktMDE2LTk1NjAtMw                                                       10.1007/s10639-016-9560-3                                          19   0     0.020636589
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNy9zMTQ3ODU3MDYxOTAwMDI4OQ                                                       10.1017/s1478570619000289                                          0    0     0.001515732
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTExMS9lY3BvLjEyMTMx                                                                 10.1111/ecpo.12131                                                 40   0     0.032006133
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAyMS9qYTAxMTUzYTExNw                                                               10.1021/ja01153a117                                                0    9     0.012769439
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTExMS9qY3BwLjEyNzA0                                                                 10.1111/jcpp.12704                                                 24   26    0.051687905
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9qLmFwbXIuMjAxMS4xMi4wMDE                                                      10.1016/j.apmr.2011.12.001                                         1    0     0.00284849
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTEwMy9waHlzcmV2LjEzOS5iODUy                                                         10.1103/physrev.139.b852                                           5    2     0.008957419
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTE3Mi9qY2kzOTMzMg                                                                   10.1172/jci39332                                                   13   10    0.028773724
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wMTkzLTM5NzMoODApOTAwMTAtNg                                                   10.1016/0193-3973(80)90010-6                                       6    15    0.028485534
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9hcnQuMjQwMDk                                                                  10.1002/art.24009                                                  15   23    0.049090805
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMjQ3OC9hdWNmdC0yMDEzLTAwMTU                                                          10.2478/aucft-2013-0015                                            0    1     0.002429816
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4MC8wMDkxNDAzMDAwODAzNTA1NQ                                                       10.1080/00914030008035055                                          77   4     0.070339504
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9obGNhLjE5NTEwMzQwNzI3                                                         10.1002/hlca.19510340727                                           0    13    0.022124192
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTEzNC9zMDAzNjAyMzYyMDA5MDE2OA                                                       10.1134/s0036023620090168                                          30   0     0.026832866
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwNy9iZjAwMzE3NDkx                                                                 10.1007/bf00317491                                                 8    20    0.039365015
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTE3Ny8wMTQ1NTYxMzk3MDc2MDEyMDQ                                                      10.1177/014556139707601204                                         0    0     0.001448323
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9zMDE2NS0yNDc4KDk2KTAyNjkxLTA                                                  10.1016/s0165-2478(96)02691-0                                      9    1     0.010368365
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwNi9qc3JlLjE5OTYuMDExNQ                                                           10.1006/jsre.1996.0115                                             0    1     0.003448973
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTE3Ny8xNTI3MTU0NDEzNDg5ODg3                                                         10.1177/1527154413489887                                           8    13    0.022954969
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTExMS9qLjE3NTctMTcwNy4yMDA5LjAxMDE2Lng                                              10.1111/j.1757-1707.2009.01016.x                                   6    25    0.039003719
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNTA4OS85NzgxNDU1MjA1NjIyLjAwMg                                                       10.5089/9781455205622.002                                          0    1     0.00192475
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwNy85NzgtMy02NDItMjI4NzgtMF8yNg                                                   10.1007/978-3-642-22878-0_26                                       6    1     0.008323776
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAyMS9pYzAwMDk3YTAwOA                                                               10.1021/ic00097a008                                                0    18    0.007775107
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4Ni8xMDYzMTU                                                                      10.1086/106315                                                     0    3     0.00411926
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNTk0NC9ldGZpLjIuMTk4OS40NTE5                                                         10.5944/etfi.2.1989.4519                                           0    1     0.001936153
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTU0MDcvc2NpbjMuMDYuMDI2                                                             10.15407/scin3.06.026                                              10   0     0.008939502
ai-85-MTAuMTAxNi9qLmphY2kuMjAxNy4wOC4wNDI                                                                              10.1016/j.jaci.2017.08.042                                         38   11    0.046405887
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9qY29wLjIwMTM1                                                                 10.1002/jcop.20135                                                 38   19    0.062453787
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTM2NC9qb3NhYS4xMS4wMDEwMjU                                                          10.1364/josaa.11.001025                                            8    6     0.018623017
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA3MS93cjE0MDA4                                                                     10.1071/wr14008                                                    21   1     0.023232346
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA5My9qY3IvdWN3MDQ5                                                                 10.1093/jcr/ucw049                                                 35   6     0.046272718
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNDE1My9jam0tMjAwMS0wMjgtNA                                                           10.4153/cjm-2001-028-4                                             9    6     0.028883081
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wMDQwLTkzODMoOTEpOTAwMjYteg                                                   10.1016/0040-9383(91)90026-z                                       6    3     0.017626077
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA5Ny8wMDAwNzg5MC0xOTY4MDkwMDAtMDAwMDk                                              10.1097/00007890-196809000-00009                                   0    19    0.029927038
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNTU4NS9jb25zc2F1ZGUudjEwaTMuMjU0NQ                                                   10.5585/conssaude.v10i3.2545                                       0    1     0.069137344
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9qLmplbGVjaGVtLjIwMTEuMDcuMDQy                                                 10.1016/j.jelechem.2011.07.042                                     0    21    0.028100193
ai-28-dbf083ba927f453f90799c190997b936                                                                                 10.1186/s13662-021-03419-4                                         9    0     0.01141992
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTEwMy9waHlzcmV2bGV0dC44Ny4wMzY4MDI                                                  10.1103/physrevlett.87.036802                                      17   33    0.055871164
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTExMS9qLjE1MjMtMTczOS4xOTg3LnRiMDAwMzYueA                                           10.1111/j.1523-1739.1987.tb00036.x                                 1    0     0.002805639
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA1MS9zbS8yMDExMTA4                                                                 10.1051/sm/2011108                                                 7    0     0.007746402
0-1577331877                                                                                                           10.13109/prkk.2012.61.1.1                                          2    0     0.003145035
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9hamEuMTAwMTU1MDQwNw                                                           10.1002/aja.1001550407                                             14   3     0.016634282
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA1My9qbHRzLjIwMDMuNTAxODA                                                          10.1053/jlts.2003.50180                                            34   2     0.027628046
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNTExNy9uZWR0YWEyMDEyLjIuZGlzYzUzMg                                                   10.5117/nedtaa2012.2.disc532                                       0    0     0.001078988
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAzOS9jNGNwMDI2NDVk                                                                 10.1039/c4cp02645d                                                 30   20    0.045389974
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTExMS9teWMuMTMwNjA                                                                  10.1111/myc.13060                                                  29   0     0.024229642
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9jcGUuNDgzOA                                                                   10.1002/cpe.4838                                                   0    1     0.003002033
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4MC8wMjU2MDI0MDI4NTMxMDEyMQ                                                       10.1080/02560240285310121                                          3    10    0.021310545
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4MC8xNTQyNzYwOS4yMDE2LjExNDEyODE                                                  10.1080/15427609.2016.1141281                                      0    13    0.018272088
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA0OS9lbC4yMDE4LjUzOTM                                                              10.1049/el.2018.5393                                               0    0     0.001304691
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4MC8wMDIyMzk4MC4xOTc3Ljk5MjE0MjQ                                                  10.1080/00223980.1977.9921424                                      6    3     0.010425132
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9zMDk1Ny01ODQ3KDk3KTgwMDgyLTA                                                  10.1016/s0957-5847(97)80082-0                                      9    0     0.008171353
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMzM5MC93MTEwMzA1MDM                                                                  10.3390/w11030503                                                  28   8     0.034310493
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTE3Ny8wMDIyMTg1NjkyMDM0MDAyMDc                                                      10.1177/002218569203400207                                         3    2     0.005910448
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9hanBhLjIyNDEx                                                                 10.1002/ajpa.22411                                                 12   9     0.025376511
ai-28-fb7afeeb5b1749a18eea67d47192ebfa                                                                                 10.1038/s41598-021-90522-x                                         15   0     0.013736148
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9jaGluLjE5OTc0NzE5Nw                                                           10.1002/chin.199747197                                             1    0     0.00252785
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMzk4OS9neWEuMTk5Ny52NDguaTUuODAz                                                     10.3989/gya.1997.v48.i5.803                                        0    10    0.020457043
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9wc3NiLjIyMjEwMjAxMTU                                                          10.1002/pssb.2221020115                                            14   5     0.025865283
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAzOS9kMGF5MDAzMjRn                                                                 10.1039/d0ay00324g                                                 22   1     0.028097543
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNTg1OC8xOTk5LTEyMy0wOTY3LW1nY3RvdA                                                   10.5858/1999-123-0967-mgctot                                       8    12    0.101751513
ai-28-53c448d1cb9245a7ad85a458a19e2589                                                                                 10.4103/1110-7782.174935                                           19   2     0.026152816
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9zMTM1Mi0yMzEwKDk5KTAwMTg2LTc                                                  10.1016/s1352-2310(99)00186-7                                      21   124   0.193645083
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4OC8wMjY4LTEyNDIvMzEvNS8wNTQwMDE                                                  10.1088/0268-1242/31/5/054001                                      27   9     0.04592438
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA5My9qeGIvZXJ3NDEx                                                                 10.1093/jxb/erw411                                                 70   16    0.113094765
26-66527                                                                                                               10.5772/56648                                                      0    2     0.086733238
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi8wMTY3LTcxNTIoOTUpMDAxNzQtMw                                                   10.1016/0167-7152(95)00174-3                                       6    2     0.018515904
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTExMS9mZmUuMTMyNzM                                                                  10.1111/ffe.13273                                                  15   1     0.022237341
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTEyNi9zY2llbmNlLmFhbjA4NTk                                                          10.1126/science.aan0859                                            0    1     0.006167363
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTEzNi9ndXQuNDIuNi43OTU                                                              10.1136/gut.42.6.795                                               0    39    0.048226943
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuNDA0OS9qaW1tdW5vbC4xNDAyNzUx                                                         10.4049/jimmunol.1402751                                           35   11    0.046023121
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwMi9taWNyLjMwMDQ2                                                                 10.1002/micr.30046                                                 20   2     0.023422608
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA4MC8xMzU3MzMyMDMwOTI1MA                                                           10.1080/13573320309250                                             5    22    0.03439842
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTE3NS8yMDA3bXdyOTA0Nw                                                               10.1175/2007mwr9047                                                6    10    0.018013771
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAxNi9qLnR3cy4yMDA5LjA3LjAxMw                                                       10.1016/j.tws.2009.07.013                                          1    4     0.011443502
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTA5Ny8wMDAwNzg5MC0yMDAwMDQyNzEtMDEwMTA                                              10.1097/00007890-200004271-01010                                   0    0     0.001365713
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAwNy85NzgtMy02NDItMjM3ODMtNl8xOQ                                                   10.1007/978-3-642-23783-6_19                                       4    0     0.006051244
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTEwMy9waHlzcmV2YS4xMDEuMDQyMTE0                                                     10.1103/physreva.101.042114                                        61   2     0.05510433
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAyMS9hY3NhbWkuOWIwNzI3MA                                                           10.1021/acsami.9b07270                                             0    10    0.017321134
ai-49-aHR0cDovL2R4LmRvaS5vcmcvMTAuMTAyOS8yMDIwamMwMTY4Njg                                                              10.1029/2020jc016868                                               28   0     0.031337997
